model,device,requested_input_tokens,input_tokens,max_new_tokens,generated_tokens,ignore_eos,load_time_ms,ttft_ms,tpot_ms_per_token,generate_duration_ms,inference_duration_ms,tokenization_duration_ms,detokenization_duration_ms,throughput_tokens_per_second
qwen3-4b-fp16-ov,NPU,128,84,512,512,True,16736.0,1713.4385986328125,112.0236587524414,58959.28515625,58728.53515625,0.3160000145435333,1.3240000009536743,8.926685333251953
qwen3-4b-fp16-ov,"HETERO:CPU,GPU,NPU",128,84,512,512,True,1744.0,3441.00927734375,150.27574157714844,80232.4609375,80068.5390625,0.375,0.3904159963130951,6.6544342041015625
qwen3-4b-fp16-ov,CPU,256,234,512,512,True,991.0,7265.3486328125,150.70860290527344,84278.015625,84073.03125,0.3440000116825104,0.40557700395584106,6.635321140289307
qwen3-4b-fp16-ov,GPU,256,234,512,512,True,4079.0,450.9477233886719,106.9603042602539,55108.4921875,54816.44921875,0.3630000054836273,0.6823010444641113,9.349263191223145
qwen3-4b-fp16-ov,NPU,256,234,512,512,True,3863.0,1523.6883544921875,112.32072448730469,58921.09375,58691.78125,0.27000001072883606,1.1660000085830688,8.903076171875
qwen3-4b-fp16-ov,"HETERO:CPU,GPU,NPU",256,234,512,512,True,1747.0,7358.0771484375,153.62413024902344,85860.5859375,85685.40625,0.31299999356269836,0.40194499492645264,6.50939416885376
qwen3-4b-fp16-ov,CPU,512,459,512,512,True,985.0,13975.52734375,151.89390563964844,91593.9140625,91411.7890625,0.3799999952316284,0.4244830012321472,6.583542823791504
qwen3-4b-fp16-ov,GPU,512,459,512,512,True,3382.0,415.2399597167969,105.9184341430664,54540.5390625,54276.3046875,0.4090000092983246,0.8080939650535583,9.441226959228516
qwen3-4b-fp16-ov,NPU,512,459,512,512,True,3844.0,1524.6810302734375,111.27355194091797,58387.16015625,58159.875,0.33000001311302185,1.3459999561309814,8.986861228942871
qwen3-4b-fp16-ov,"HETERO:CPU,GPU,NPU",512,459,512,512,True,1740.0,14154.8583984375,155.26390075683594,93495.28125,93317.6015625,0.367000013589859,0.4023890197277069,6.440647125244141
qwen3-4b-fp16-ov,CPU,1024,984,512,512,True,995.0,32231.62109375,155.5831756591797,111735.171875,111583.75,0.40400001406669617,0.38043898344039917,6.427430152893066
qwen3-4b-fp16-ov,GPU,1024,984,512,512,True,3404.0,698.6066284179688,107.6097412109375,55688.12890625,55505.9609375,0.5090000033378601,0.7893690466880798,9.292839050292969
qwen3-4b-fp16-ov,NPU,1024,984,512,169,True,3810.0,1525.4423828125,110.5436019897461,20097.552734375,20021.376953125,0.3089999854564667,0.6880000233650208,9.046204566955566
qwen3-4b-fp16-ov,"HETERO:CPU,GPU,NPU",1024,984,512,512,True,1735.0,32216.94921875,160.7972869873047,114384.96875,114246.234375,0.40400001406669617,0.40361401438713074,6.219010353088379
qwen3-4b-fp16-ov,CPU,2048,2034,512,512,True,987.0,69590.2421875,163.37606811523438,153075.9375,152909.984375,0.5400000214576721,0.37225398421287537,6.120847702026367
qwen3-4b-fp16-ov,GPU,2048,2034,512,512,True,3407.0,1589.2039794921875,111.22893524169922,58428.03125,58206.6640625,0.5519999861717224,0.6725530028343201,8.990466117858887
qwen3-4b-fp16-ov,"HETERO:CPU,GPU,NPU",2048,2034,512,512,True,1728.0,69307.9140625,171.24208068847656,156813.203125,156652.96875,0.5120000243186951,0.41514402627944946,5.839685916900635
qwen3-4b-fp16-ov,CPU,4096,4059,512,512,True,985.0,151714.375,177.01356506347656,242168.8125,242022.3125,0.7080000042915344,0.3681759834289551,5.649284362792969
qwen3-4b-fp16-ov,GPU,4096,4059,512,512,True,3374.0,4344.7275390625,113.96292877197266,62580.78125,62251.99609375,0.746999979019165,0.816635012626648,8.77478313446045
qwen3-4b-fp16-ov,"HETERO:CPU,GPU,NPU",4096,4059,512,512,True,1731.0,152015.3125,193.0221405029297,250650.171875,250475.609375,0.6880000233650208,0.39434000849723816,5.180752754211426
qwen3-4b-fp16-ov,CPU,8192,8184,512,512,True,992.0,321439.5625,205.97885131835938,426695.375,426536.8125,1.0959999561309814,0.41683998703956604,4.854867458343506
qwen3-4b-fp16-ov,GPU,8192,8184,512,512,True,3425.0,12707.412109375,122.86731719970703,75493.625,74949.0703125,1.184000015258789,0.8479380011558533,8.138860702514648
qwen3-4b-fp16-ov,"HETERO:CPU,GPU,NPU",8192,8184,512,512,True,1724.0,323171.90625,236.7099609375,444131.25,443972.0,1.0190000534057617,0.3913080096244812,4.224579334259033
qwen3-8b-fp16-ov,CPU,128,84,512,512,True,878.0,14225.33984375,277.10296630859375,155830.65625,155605.84375,0.289000004529953,5.479123115539551,3.608766794204712
qwen3-8b-fp16-ov,GPU,128,84,512,512,True,10443.0,504.296142578125,221.72225952148438,113822.734375,113346.53125,1.1480000019073486,17.534194946289062,4.5101470947265625
qwen3-8b-fp16-ov,NPU,128,84,512,512,True,42066.0,3111.09130859375,201.43296813964844,106048.53125,105782.0390625,1.5499999523162842,4.945000171661377,4.964430809020996
qwen3-8b-fp16-ov,"HETERO:CPU,GPU,NPU",128,84,512,512,True,1662.0,9314.091796875,281.2310791015625,153024.0,152822.984375,0.335999995470047,0.6100530028343201,3.5557947158813477
qwen3-8b-fp16-ov,CPU,256,234,512,512,True,843.0,15206.095703125,276.89263916015625,156699.265625,156461.59375,0.33899998664855957,0.8301950097084045,3.6115081310272217
qwen3-8b-fp16-ov,GPU,256,234,512,512,True,11950.0,824.43798828125,220.3385772705078,113429.0859375,113093.8203125,1.281999945640564,11.22253704071045,4.5384697914123535
qwen3-8b-fp16-ov,NPU,256,234,512,512,True,12312.0,3376.17724609375,200.88766479492188,106035.2734375,105762.65625,1.8849999904632568,5.249000072479248,4.977906227111816
qwen3-8b-fp16-ov,"HETERO:CPU,GPU,NPU",256,234,512,512,True,1625.0,16904.97265625,283.9483337402344,162003.46875,161784.15625,0.32199999690055847,0.6719450354576111,3.5217673778533936
qwen3-8b-fp16-ov,CPU,512,459,512,512,True,854.0,29478.326171875,280.9831848144531,173062.140625,172856.1875,0.34599998593330383,1.197788953781128,3.558931827545166
qwen3-8b-fp16-ov,GPU,512,459,512,512,True,27986.0,1323.48291015625,224.31964111328125,115996.3203125,114533.109375,1.2829999923706055,41.232120513916016,4.4579243659973145
qwen3-8b-fp16-ov,NPU,512,459,512,512,True,12275.0,3308.07958984375,202.9224853515625,107005.8828125,106715.125,1.7380000352859497,4.1579999923706055,4.927989959716797
qwen3-8b-fp16-ov,"HETERO:CPU,GPU,NPU",512,459,512,512,True,1632.0,30826.79296875,283.8919982910156,175897.046875,175677.15625,0.3499999940395355,1.1979188919067383,3.5224664211273193
qwen3-8b-fp16-ov,CPU,1024,984,512,512,True,898.0,62718.984375,282.70233154296875,207181.1875,207007.984375,0.3869999945163727,1.0867270231246948,3.537289619445801
qwen3-8b-fp16-ov,GPU,1024,984,512,512,True,18651.0,2131.325927734375,223.17105102539062,116188.9921875,115901.75,1.1660000085830688,17.06987190246582,4.480867862701416
qwen3-8b-fp16-ov,NPU,1024,984,512,169,True,13390.0,3114.347900390625,204.5439453125,37482.7265625,37334.2578125,2.134000062942505,4.894999980926514,4.888925075531006
qwen3-8b-fp16-ov,"HETERO:CPU,GPU,NPU",1024,984,512,512,True,1640.0,63634.33203125,287.7362976074219,210669.015625,210480.78125,0.39100000262260437,1.209686040878296,3.4754045009613037
qwen3-8b-fp16-ov,CPU,2048,2034,512,512,True,889.0,136904.0625,292.4053649902344,286324.53125,286134.84375,0.5360000133514404,1.1490470170974731,3.419909954071045
qwen3-8b-fp16-ov,GPU,2048,2034,512,512,True,34098.0,4149.427734375,234.15420532226562,123842.2109375,123507.8125,1.2760000228881836,37.75525665283203,4.270689964294434
qwen3-8b-fp16-ov,"HETERO:CPU,GPU,NPU",2048,2034,512,512,True,1630.0,136482.40625,298.6194763183594,289078.875,288887.46875,0.5600000023841858,1.6894859075546265,3.348743438720703
qwen3-8b-fp16-ov,CPU,4096,4059,512,512,True,878.0,280334.4375,304.350830078125,435859.875,435681.1875,0.6840000152587891,1.945592999458313,3.285681962966919
qwen3-8b-fp16-ov,GPU,4096,4059,512,512,True,21443.0,8025.33447265625,226.41871643066406,123767.71875,123283.28125,1.7359999418258667,40.02900695800781,4.416595935821533
qwen3-8b-fp16-ov,"HETERO:CPU,GPU,NPU",4096,4059,512,512,True,1625.0,280833.5625,321.8292541503906,445289.84375,445109.0625,0.7689999938011169,1.2911839485168457,3.1072378158569336
qwen3-8b-fp16-ov,CPU,8192,8184,512,512,True,880.0,556985.9375,360.2415466308594,741080.0625,740483.5,1.4559999704360962,6.8448309898376465,2.7759151458740234
qwen3-8b-fp16-ov,GPU,8192,8184,512,512,True,33949.0,20547.140625,248.09249877929688,147361.21875,146654.0,1.8669999837875366,36.845157623291016,4.030754566192627
qwen3-8b-fp16-ov,"HETERO:CPU,GPU,NPU",8192,8184,512,512,True,1672.0,554359.75,365.64324951171875,741205.4375,741018.5625,1.2730000019073486,1.7894659042358398,2.7349061965942383
phi-3.5-mini-int4,CPU,512,514,128,128,True,746.0,10866.5009765625,41.60954284667969,16151.4345703125,16127.7978515625,0.23899999260902405,0.4564490020275116,24.032947540283203
phi-3.5-mini-int4,GPU,512,514,128,128,True,1840.0,305.2635498046875,25.844144821166992,3588.2939453125,3532.02392578125,0.2529999911785126,0.773468017578125,38.693485260009766
phi-3.5-mini-int4,NPU,512,514,128,128,True,1459.0,999.7554321289062,37.342506408691406,5743.26123046875,5720.88916015625,0.25,0.8970000147819519,26.77913475036621
phi-3.5-mini-int4,"HETERO:CPU,GPU,NPU",512,514,128,128,True,1326.0,10475.9970703125,40.928688049316406,15674.52734375,15649.4931640625,0.25,0.5110310316085815,24.4327392578125
phi-3.5-mini-int4,CPU,512,514,256,256,True,684.0,10319.2587890625,47.76369094848633,22499.705078125,22463.83984375,0.2070000022649765,0.5861020088195801,20.936405181884766
phi-3.5-mini-int4,GPU,512,514,256,256,True,1741.0,292.5074157714844,24.931291580200195,6651.01123046875,6594.00390625,0.2150000035762787,0.9370599985122681,40.11023712158203
phi-3.5-mini-int4,NPU,512,514,256,256,True,1410.0,1021.3508911132812,37.3372917175293,10543.8486328125,10499.552734375,0.25200000405311584,1.2649999856948853,26.782875061035156
phi-3.5-mini-int4,"HETERO:CPU,GPU,NPU",512,514,256,256,True,1305.0,10633.900390625,47.74272537231445,22809.013671875,22771.287109375,0.2529999911785126,0.5964609980583191,20.945598602294922
phi-3.5-mini-int4,CPU,512,514,1024,1024,True,676.0,10535.7431640625,51.20073699951172,62915.16796875,62604.16015625,0.20399999618530273,0.7271260023117065,19.530969619750977
phi-3.5-mini-int4,GPU,512,514,1024,1024,True,1729.0,264.4337158203125,30.029829025268555,30986.556640625,30684.84765625,0.21899999678134918,1.2781230211257935,33.30022430419922
phi-3.5-mini-int4,NPU,512,514,1024,639,True,1414.0,1054.6103515625,39.24892807006836,26096.751953125,25994.3671875,0.24300000071525574,1.0549999475479126,25.478403091430664
phi-3.5-mini-int4,"HETERO:CPU,GPU,NPU",512,514,1024,1024,True,1334.0,11326.2490234375,51.629676818847656,64144.44921875,63820.48828125,0.2549999952316284,0.7232810258865356,19.36870574951172
phi-3.5-mini-int4,CPU,512,514,2048,2048,True,682.0,10486.76171875,56.242027282714844,125615.765625,124650.796875,0.21299999952316284,0.9389790296554565,17.780298233032227
phi-3.5-mini-int4,GPU,512,514,2048,2048,True,1723.0,261.8775329589844,32.52070236206055,66834.0078125,65637.8671875,0.22499999403953552,1.7201820611953735,30.749643325805664
phi-3.5-mini-int4,NPU,512,514,2048,639,True,1402.0,1080.50927734375,39.022216796875,25978.4921875,25859.2578125,0.25999999046325684,1.3630000352859497,25.626426696777344
phi-3.5-mini-int4,"HETERO:CPU,GPU,NPU",512,514,2048,2048,True,1330.0,10701.2626953125,56.841064453125,127056.4453125,126142.6484375,0.2460000067949295,0.9575290083885193,17.592914581298828
phi-3.5-mini-int4,CPU,512,514,4096,4096,True,682.0,10506.1572265625,65.6080093383789,279173.25,277038.4375,0.20900000631809235,1.158026933670044,15.24204158782959
phi-3.5-mini-int4,GPU,512,514,4096,4096,True,1802.0,273.6197814941406,36.3772087097168,149241.15625,146709.03125,0.23600000143051147,1.6748909950256348,27.4897403717041
phi-3.5-mini-int4,NPU,512,514,4096,639,True,1398.0,1024.3326416015625,39.1096076965332,25978.224609375,25878.068359375,0.26100000739097595,1.531999945640564,25.569164276123047
phi-3.5-mini-int4,"HETERO:CPU,GPU,NPU",512,514,4096,4096,True,1314.0,10639.5498046875,66.37162780761719,282433.59375,280321.03125,0.23499999940395355,1.129372000694275,15.066679000854492
phi-3.5-mini-int4,CPU,512,514,8192,8192,True,678.0,11169.87109375,88.7426986694336,738064.5625,732826.625,0.20800000429153442,1.4717429876327515,11.268532752990723
phi-3.5-mini-int4,GPU,512,514,8192,8192,True,1753.0,259.7566833496094,42.90288543701172,351681.625,346694.5,0.22200000286102295,2.194753885269165,23.308456420898438
phi-3.5-mini-int4,NPU,512,514,8192,639,True,1408.0,1008.847900390625,39.39077377319336,26142.158203125,26044.78515625,0.25200000405311584,1.5449999570846558,25.386655807495117
phi-3.5-mini-int4,"HETERO:CPU,GPU,NPU",512,514,8192,8192,True,1300.0,10749.5634765625,89.41313934326172,743135.75,737722.0625,0.23800000548362732,1.4467300176620483,11.184038162231445
qwen3-4b-fp16-ov,CPU,512,459,128,128,True,1298.0,17594.70703125,158.14559936523438,37679.890625,37627.296875,0.41100001335144043,0.5717020034790039,6.323287010192871
qwen3-4b-fp16-ov,GPU,512,459,128,128,True,5204.0,942.5736083984375,109.05679321289062,14799.5859375,14680.796875,0.48399999737739563,6.69633674621582,9.169534683227539
qwen3-4b-fp16-ov,NPU,512,459,128,128,True,4806.0,1578.638427734375,114.26911163330078,16091.7060546875,16025.4423828125,0.3610000014305115,0.7929999828338623,8.75127124786377
qwen3-4b-fp16-ov,"HETERO:CPU,GPU,NPU",512,459,128,128,True,1748.0,14188.8974609375,155.44680786132812,33931.11328125,33878.24609375,0.3779999911785126,0.3942449986934662,6.433068752288818
qwen3-4b-fp16-ov,CPU,512,459,256,256,True,986.0,14018.470703125,153.23867797851562,53094.86328125,53006.89453125,0.45100000500679016,0.41067200899124146,6.525767803192139
qwen3-4b-fp16-ov,GPU,512,459,256,256,True,4263.0,607.1102294921875,106.07146453857422,27656.251953125,27520.162109375,0.38999998569488525,0.8155490159988403,9.427606582641602
qwen3-4b-fp16-ov,NPU,512,459,256,256,True,4948.0,1567.318603515625,115.60323333740234,31047.01953125,30949.765625,0.31700000166893005,0.7149999737739563,8.650277137756348
qwen3-4b-fp16-ov,"HETERO:CPU,GPU,NPU",512,459,256,256,True,1754.0,14161.484375,155.95884704589844,53931.546875,53850.16796875,0.3540000021457672,0.43883100152015686,6.411947727203369
qwen3-4b-fp16-ov,CPU,512,459,1024,1024,True,1008.0,14148.7109375,156.31680297851562,174061.578125,173636.828125,0.39500001072883606,0.47151902318000793,6.3972649574279785
qwen3-4b-fp16-ov,GPU,512,459,1024,1024,True,3883.0,465.9567565917969,110.23650360107422,113270.4453125,111775.4921875,0.3709999918937683,30.20680046081543,9.071405410766602
qwen3-4b-fp16-ov,NPU,512,459,1024,694,True,5076.0,1545.6153564453125,115.5070571899414,81595.2265625,81354.3125,0.2919999957084656,1.215000033378601,8.657479286193848
qwen3-4b-fp16-ov,"HETERO:CPU,GPU,NPU",512,459,1024,1024,True,1756.0,14209.33984375,159.5552215576172,177435.109375,177050.6875,0.3059999942779541,0.47064897418022156,6.267422676086426
qwen3-4b-fp16-ov,CPU,512,459,2048,2048,True,1002.0,14179.32421875,159.23385620117188,340132.09375,339176.09375,0.42500001192092896,0.50307697057724,6.280071258544922
qwen3-4b-fp16-ov,GPU,512,459,2048,2048,True,3386.0,450.21734619140625,111.43190002441406,228553.8125,226616.375,0.38100001215934753,1.882293939590454,8.974090576171875
qwen3-4b-fp16-ov,NPU,512,459,2048,694,True,5825.0,1580.166015625,117.04487609863281,82693.890625,82443.6875,0.3240000009536743,1.184999942779541,8.543731689453125
qwen3-4b-fp16-ov,"HETERO:CPU,GPU,NPU",512,459,2048,2048,True,1765.0,14063.0009765625,165.0338134765625,351888.4375,351036.75,0.3779999911785126,0.6968179941177368,6.059364318847656
qwen3-4b-fp16-ov,CPU,512,459,4096,4096,True,993.0,13968.3173828125,166.4574432373047,695613.0625,693243.625,0.33000001311302185,0.5949229598045349,6.007541656494141
qwen3-4b-fp16-ov,GPU,512,459,4096,4096,True,3544.0,437.6520690917969,115.01081085205078,471433.4375,465422.5625,0.5849999785423279,13.857904434204102,8.69483470916748
qwen3-4b-fp16-ov,NPU,512,459,4096,694,True,5002.0,1608.6610107421875,117.13227844238281,82783.0859375,82486.8125,0.3070000112056732,1.2790000438690186,8.53735637664795
qwen3-4b-fp16-ov,"HETERO:CPU,GPU,NPU",512,459,4096,4096,True,1751.0,14233.3974609375,175.80479431152344,734155.5,732381.1875,0.3179999887943268,0.5626090168952942,5.688127040863037
qwen3-4b-fp16-ov,CPU,512,459,8192,8192,True,993.0,14086.98046875,180.51568603515625,1492693.5,1487349.875,0.3240000009536743,0.746874988079071,5.539684772491455
qwen3-4b-fp16-ov,GPU,512,459,8192,8192,True,4185.0,469.3882141113281,118.94957733154297,974860.9375,956517.5625,0.375,44.624168395996094,8.406923294067383
qwen3-4b-fp16-ov,NPU,512,459,8192,694,True,6013.0,1640.1402587890625,117.40103912353516,83000.1171875,82718.9296875,0.3569999933242798,0.7749999761581421,8.51781177520752
qwen3-4b-fp16-ov,"HETERO:CPU,GPU,NPU",512,459,8192,8192,True,1742.0,14216.466796875,197.03465270996094,1628129.625,1623727.375,0.34200000762939453,0.682187020778656,5.075249195098877
qwen3-8b-fp16-ov,CPU,512,459,128,128,True,884.0,34537.1640625,277.1690368652344,69739.390625,69681.5546875,0.3190000057220459,1.4517951011657715,3.6079065799713135
qwen3-8b-fp16-ov,GPU,512,459,128,128,True,22468.0,1265.305419921875,213.05250549316406,28362.96484375,28231.099609375,1.5470000505447388,38.33100509643555,4.693678855895996
qwen3-8b-fp16-ov,NPU,512,459,128,128,True,13208.0,3412.58203125,209.53578186035156,30025.1015625,29946.76953125,0.42500001192092896,1.3650000095367432,4.772454738616943
qwen3-8b-fp16-ov,"HETERO:CPU,GPU,NPU",512,459,128,128,True,1634.0,31284.23828125,306.6803894042969,70243.8515625,70145.828125,0.38100001215934753,6.24468994140625,3.26072359085083
qwen3-8b-fp16-ov,CPU,512,459,256,256,True,847.0,29113.630859375,283.33721923828125,101365.9140625,101268.0546875,0.3100000023841858,1.1164350509643555,3.5293633937835693
qwen3-8b-fp16-ov,GPU,512,459,256,256,True,39202.0,1029.242431640625,224.30091857910156,58246.671875,58099.921875,1.2280000448226929,20.533000946044922,4.458296298980713
qwen3-8b-fp16-ov,NPU,512,459,256,256,True,12569.0,3479.11181640625,206.04859924316406,56026.42578125,55877.6171875,1.840000033378601,4.684000015258789,4.85322380065918
qwen3-8b-fp16-ov,"HETERO:CPU,GPU,NPU",512,459,256,256,True,1636.0,30777.0234375,282.0198059082031,102692.6953125,102591.4765625,0.3400000035762787,0.4904620051383972,3.5458502769470215
qwen3-8b-fp16-ov,CPU,512,459,1024,1024,True,849.0,28684.865234375,282.5109558105469,317695.5,317198.5,0.2840000092983246,1.5335209369659424,3.5396857261657715
qwen3-8b-fp16-ov,GPU,512,459,1024,1024,True,31036.0,1299.411865234375,228.8506622314453,235464.46875,232521.234375,1.7430000305175781,45.58713150024414,4.369661808013916
qwen3-8b-fp16-ov,NPU,512,459,1024,694,True,12260.0,3429.9482421875,206.5245361328125,146558.734375,146125.109375,1.8969999551773071,6.872000217437744,4.842039585113525
qwen3-8b-fp16-ov,"HETERO:CPU,GPU,NPU",512,459,1024,1024,True,1650.0,31340.77734375,286.449951171875,324380.96875,323928.40625,0.3319999873638153,1.5492069721221924,3.491011142730713
qwen3-8b-fp16-ov,CPU,512,459,2048,2048,True,893.0,28358.88671875,285.4183654785156,612612.625,611583.5,0.3190000057220459,1.6101949214935303,3.503628730773926
qwen3-8b-fp16-ov,GPU,512,459,2048,2048,True,36935.0,1566.3072509765625,233.84959411621094,480318.3125,468104.875,1.1239999532699585,46.54347229003906,4.276252746582031
qwen3-8b-fp16-ov,NPU,512,459,2048,694,True,12167.0,3327.757080078125,207.03591918945312,146811.171875,146320.609375,1.5720000267028809,5.515999794006348,4.830079555511475
qwen3-8b-fp16-ov,"HETERO:CPU,GPU,NPU",512,459,2048,2048,True,1643.0,30802.30859375,291.9940185546875,628516.125,627555.5625,0.3569999933242798,1.4196970462799072,3.42472767829895
qwen3-8b-fp16-ov,CPU,512,459,4096,4096,True,887.0,28881.884765625,293.5924987792969,1231145.625,1228903.625,0.32199999690055847,1.3619149923324585,3.4060816764831543
qwen3-8b-fp16-ov,GPU,512,459,4096,4096,True,31731.0,1107.4871826171875,231.1412811279297,947705.1875,913565.75,1.2680000066757202,50.996456146240234,4.326358318328857
qwen3-8b-fp16-ov,NPU,512,459,4096,694,True,12151.0,3309.506103515625,204.90672302246094,145313.53125,145006.34375,0.4449999928474426,3.305000066757202,4.880269527435303
qwen3-8b-fp16-ov,"HETERO:CPU,GPU,NPU",512,459,4096,4096,True,1642.0,31634.427734375,304.9990234375,1280617.375,1278195.0,0.2919999957084656,7.57539701461792,3.2786989212036133
qwen3-8b-fp16-ov,CPU,512,459,8192,8192,True,889.0,31733.712890625,308.62725830078125,2559703.25,2554342.0,0.3240000009536743,1.8776689767837524,3.240154504776001
qwen3-8b-fp16-ov,GPU,512,459,8192,8192,True,18832.0,1088.1329345703125,234.8800506591797,1925076.125,1846442.375,1.409999966621399,47.252864837646484,4.2574920654296875
qwen3-8b-fp16-ov,NPU,512,459,8192,694,True,13408.0,3327.008056640625,204.7454071044922,145224.078125,144905.28125,0.3959999978542328,8.088000297546387,4.8841142654418945
qwen3-8b-fp16-ov,"HETERO:CPU,GPU,NPU",512,459,8192,8192,True,1651.0,33454.4609375,324.3204650878906,2689975.0,2684734.5,0.32600000500679016,7.302245140075684,3.0833699703216553
